Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
2017010016308,1,11,0,4,2,0,0,11,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010016309,1,8,0,18,0,1,0,4,0,0,1,1,1,2,41,7,1798,8,3,3,1,3
2017010016309,2,9,0,2,0,8,0,0,7,0,1,1,6,3,-1,-1,1149,1,21,-1,-1,-1
2017010016309,3,9,0,2,0,2,0,4,0,0,1,1,6,3,-1,-1,1598,1,14,-1,-1,-1
2017010016310,1,9,0,18,0,0,0,0,0,0,1,1,6,1,51,8,2494,1,20,5,1,5
2017010016311,1,9,0,9,0,5,0,0,0,0,1,1,2,2,19,4,998,1,1,2,1,2
2017010016313,1,2,0,4,0,5,1,0,0,0,0,1,2,1,43,7,-1,-1,-1,5,1,5
2017010016314,1,11,0,4,2,1,0,0,0,0,4,1,1,2,64,9,9360,2,8,3,1,3
2017010016315,1,9,0,18,0,1,0,0,0,0,1,1,6,1,28,6,1910,2,9,4,1,4
2017010016316,1,9,0,4,0,8,0,0,0,0,1,1,6,1,36,7,1689,2,13,6,1,6
2017010016316,2,9,0,9,0,8,0,0,0,0,4,1,6,2,25,5,1598,1,13,4,1,4
2017010016318,1,8,0,5,0,4,0,0,0,0,1,1,1,1,29,6,1997,2,6,2,1,2
2017010016318,2,9,0,3,0,4,0,0,0,0,2,1,6,2,47,8,1229,1,7,2,1,2
2017010016320,1,8,0,18,0,0,0,0,0,0,1,1,1,1,47,8,2143,2,1,6,1,6
2017010016320,2,9,0,2,0,0,0,10,0,0,2,1,6,3,-1,-1,1242,1,5,-1,-1,-1
2017010016320,3,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,1984,1,13,-1,-1,-1
2017010016320,4,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,1388,1,10,-1,-1,-1
2017010016320,5,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,1598,1,11,-1,-1,-1
2017010016320,6,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,1560,2,4,-1,-1,-1
2017010016321,1,3,0,17,0,8,0,0,0,0,4,1,1,1,17,4,102,1,10,3,1,3
2017010016321,2,8,0,5,0,4,0,0,0,0,1,1,1,1,57,9,1910,2,8,4,1,4
2017010016323,1,9,0,18,0,8,0,0,0,0,1,1,6,1,33,6,2401,2,12,2,1,2
2017010016323,2,1,0,18,9,8,0,0,0,0,1,1,2,1,29,6,-1,-1,-1,6,1,6
2017010016324,1,9,0,4,0,1,0,0,0,0,2,1,6,2,42,7,-1,-1,-1,9,1,9
2017010016324,2,9,0,4,0,1,0,0,0,0,2,1,6,2,43,7,1968,2,11,2,1,2
2017010016324,3,9,0,4,0,1,0,0,0,0,1,1,6,1,18,4,1799,1,11,2,1,2
2017010016325,1,9,0,18,0,2,0,0,0,0,1,1,6,1,23,5,998,1,4,4,1,4
2017010016325,2,9,0,3,0,2,0,0,0,0,2,1,6,1,50,8,1998,1,20,2,1,2
2017010016327,1,9,0,18,0,8,0,0,0,0,4,1,2,1,47,8,1240,1,11,-1,-1,-1
2017010016327,2,9,0,8,0,1,0,0,0,0,1,1,6,1,31,6,1596,1,12,2,1,2
2017010016330,1,9,0,5,0,8,0,0,0,0,1,1,6,2,31,6,1798,8,4,2,1,2
2017010016331,1,9,0,18,0,1,0,0,0,0,4,1,2,2,53,8,1968,2,2,6,1,6
2017010016331,2,9,0,9,0,8,0,0,0,0,3,1,2,1,24,5,1229,1,4,3,1,3
2017010016332,1,9,0,12,0,1,1,0,0,0,1,1,6,2,86,11,1339,1,12,5,3,5
2017010016332,2,9,0,4,0,1,0,0,0,0,2,1,6,1,49,8,1499,2,2,4,1,4
2017010016332,3,9,0,4,0,1,0,0,0,0,2,1,6,1,37,7,1997,2,2,10,1,10
2017010016335,1,3,0,17,0,8,0,0,0,0,1,1,6,1,18,4,124,1,4,3,1,3
2017010016335,2,9,0,10,0,8,0,0,0,0,3,1,6,1,46,8,1598,1,9,10,1,10
2017010016338,1,9,0,3,0,1,0,0,0,0,2,1,6,2,27,6,1296,1,11,2,1,2
2017010016338,2,9,0,5,0,1,0,0,0,0,1,1,6,1,34,6,2143,2,2,2,1,2
2017010016339,1,9,0,18,0,8,0,0,0,0,1,1,6,2,59,9,1560,2,1,4,1,4
2017010016339,2,8,0,9,0,8,0,0,0,0,2,1,1,1,29,6,1797,8,5,2,1,2
2017010016340,1,9,0,4,0,0,0,0,0,0,1,1,6,1,67,10,1794,1,12,4,1,4
2017010016340,2,4,0,18,0,0,5,0,0,0,1,1,6,1,17,4,125,1,1,2,1,2
2017010016343,1,8,0,5,0,0,0,0,0,0,1,1,2,1,63,9,1798,8,3,3,1,3
2017010016343,2,9,0,1,0,0,1,0,0,0,1,1,6,2,29,6,1240,1,11,4,1,4
2017010016343,3,9,0,2,0,0,0,0,0,0,1,1,6,3,-1,-1,1796,1,13,-1,-1,-1
2017010016345,1,9,0,9,0,8,0,0,0,0,3,1,6,1,33,6,1998,1,14,2,1,2
2017010016345,2,2,0,13,0,8,1,10,7,0,1,1,6,1,16,4,49,1,8,2,1,2
2017010016346,1,9,0,18,0,3,0,0,0,0,4,1,6,1,21,5,-1,-1,-1,8,1,8
2017010016346,2,9,0,18,0,4,0,0,0,0,1,1,6,1,19,4,1598,1,13,5,1,5
2017010016348,1,3,0,18,0,1,1,0,0,0,2,1,1,1,19,4,125,1,5,2,1,2
2017010016348,2,1,0,9,0,5,0,0,0,0,2,1,6,2,14,3,-1,-1,-1,6,1,6
2017010016350,1,9,0,18,0,0,0,10,2,2,1,1,6,1,46,8,2967,2,3,4,1,4
2017010016350,2,3,0,18,0,0,0,0,0,0,1,1,1,1,24,5,125,1,8,5,1,5
2017010016351,1,9,0,3,0,0,0,11,0,0,3,1,1,1,40,7,1956,2,5,3,1,3
2017010016351,2,19,4,18,0,0,0,11,0,0,4,1,1,1,28,6,-1,-1,-1,-1,-1,-1
2017010016351,3,9,0,18,0,0,0,11,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010016352,1,9,0,4,0,1,0,0,0,0,2,1,6,2,32,6,1398,1,1,9,1,9
2017010016352,2,9,0,18,0,1,0,0,0,0,1,1,6,1,20,4,1995,1,11,5,1,5
2017010016353,1,3,0,15,0,2,0,0,0,0,1,1,2,1,23,5,125,1,3,5,1,5
2017010016353,2,1,0,7,0,2,0,0,0,0,1,1,6,1,18,4,-1,-1,-1,4,1,4
2017010016355,1,9,0,16,0,0,0,0,0,0,1,1,6,1,22,5,2967,2,6,-1,-1,-1
2017010016355,2,8,0,6,0,0,0,0,0,0,1,1,6,1,55,8,1797,8,7,6,1,6
2017010016356,1,9,0,3,0,0,0,0,0,0,2,1,6,1,61,9,-1,-1,-1,4,1,4
2017010016356,2,2,0,18,0,0,2,0,0,0,1,1,6,1,24,5,330,1,4,3,1,3
2017010016363,1,9,0,17,0,1,0,0,0,0,1,1,6,2,29,6,1796,1,14,2,1,2
2017010016365,1,90,0,18,0,1,0,0,0,0,3,1,1,1,42,7,6370,2,12,3,1,3
2017010016365,2,9,0,13,0,1,1,7,0,0,3,1,6,3,-1,-1,998,1,2,-1,-1,-1
2017010016367,1,9,0,18,0,1,0,0,0,0,3,1,6,1,28,6,1597,1,20,2,1,2
2017010016367,2,9,0,7,0,6,0,0,0,0,1,1,6,3,-1,-1,1998,1,15,-1,-1,-1
2017010016369,1,8,0,5,0,8,0,0,0,0,1,1,1,1,57,9,1461,2,5,2,1,2
2017010016369,2,9,0,9,0,8,0,0,0,0,4,1,6,1,22,5,1598,1,11,4,1,4
2017010016371,1,9,0,18,0,0,0,0,0,0,0,1,1,1,29,6,2993,2,1,6,1,6
2017010016380,1,2,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,125,1,1,2,1,2
2017010016384,1,9,0,3,0,1,0,0,0,0,2,-1,6,2,22,5,1360,1,15,2,1,2
2017010016384,2,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,2295,1,12,-1,-1,-1
2017010016387,1,9,0,13,0,2,0,0,0,0,1,1,6,3,-1,-1,999,1,3,-1,-1,-1
2017010016387,2,9,0,18,0,2,0,4,0,0,3,1,6,2,-1,-1,1398,1,6,2,1,2
2017010016387,3,1,0,18,0,1,0,0,0,0,1,1,6,2,30,6,-1,-1,-1,7,1,7
2017010016389,1,9,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,6,2,75,10,1339,1,13,-1,-1,-1
2017010016389,2,9,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,6,1,-1,-1,1497,1,15,5,1,5
2017010016391,1,9,0,16,0,2,0,0,0,0,0,1,6,1,69,10,1386,1,9,-1,-1,-1
2017010016392,1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010016395,1,1,0,18,0,1,0,0,0,0,-1,1,6,2,34,6,-1,-1,-1,2,1,2
2017010016395,2,9,0,5,0,1,-1,0,0,0,-1,-1,6,2,28,6,1398,1,6,3,1,3
2017010016397,1,9,0,4,0,2,0,0,0,0,2,1,2,1,47,8,1995,2,12,3,1,3
2017010016397,2,9,0,4,0,2,0,4,0,0,1,1,2,1,44,7,1299,1,15,1,1,1
2017010016397,3,9,0,4,0,2,0,4,0,0,1,1,2,1,28,6,1395,1,3,3,1,3
2017010016412,1,9,0,9,0,6,0,0,0,0,1,1,2,1,45,7,1598,1,9,-1,-1,-1
2017010016413,1,9,0,9,0,8,0,0,1,0,4,1,6,2,43,7,3125,2,17,4,1,4
2017010016413,2,1,0,15,0,8,0,0,0,0,1,1,6,1,44,7,-1,-1,-1,5,1,5
2017010016414,1,9,0,9,0,8,0,0,0,0,3,1,6,2,-1,-1,999,1,1,-1,-1,-1
2017010016415,1,9,0,18,0,0,0,0,0,0,3,1,6,1,85,11,1390,1,11,5,1,5
2017010016416,1,9,0,18,0,0,0,0,0,0,1,-1,6,1,32,6,1995,1,10,1,1,1
2017010016416,2,19,0,1,0,0,0,0,0,0,2,-1,6,3,-1,-1,2295,1,16,-1,-1,-1
2017010016417,1,9,-1,18,-1,1,-1,0,-1,0,3,-1,6,2,38,7,2143,2,5,6,1,6
2017010016417,2,90,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,6,1,48,8,-1,-1,-1,2,1,2
2017010016424,1,9,0,17,0,0,0,0,0,0,1,1,2,2,64,9,1598,1,2,6,1,6
2017010016424,2,9,0,16,0,0,0,0,0,0,1,1,6,1,18,4,998,1,12,5,1,5
2017010016427,1,3,0,18,0,1,1,0,0,0,1,1,6,1,21,5,125,1,3,5,1,5
2017010016428,1,9,-1,18,0,1,0,-1,0,0,2,-1,6,1,42,7,1797,8,7,4,1,4
2017010016428,2,9,-1,18,0,1,0,-1,0,0,1,-1,6,2,-1,-1,1896,2,15,7,1,7
2017010016431,1,9,0,15,0,0,0,0,0,0,1,1,2,1,34,6,-1,-1,-1,8,1,8
2017010016431,2,5,0,13,0,0,0,0,0,0,1,1,6,1,35,6,645,1,3,1,1,1
2017010016432,1,1,0,18,0,1,0,0,0,0,1,1,6,1,29,6,-1,-1,-1,3,1,3
2017010016432,2,21,0,3,0,1,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010016439,1,9,0,3,0,1,0,0,0,0,2,-1,6,2,57,9,1299,1,14,4,1,4
2017010016439,2,9,0,3,0,1,0,0,0,0,2,-1,6,1,32,6,2926,2,13,-1,-1,-1
2017010016441,1,9,0,4,0,1,0,0,0,0,1,1,2,2,49,8,1968,2,5,7,1,7
2017010016441,2,9,0,18,0,6,0,0,0,0,1,1,6,1,64,9,1896,2,8,4,1,4
2017010016442,1,9,0,18,0,8,0,0,0,0,3,1,1,1,26,6,1339,8,3,2,1,2
2017010016442,2,19,0,5,0,8,0,0,0,0,1,1,1,1,52,8,2198,2,3,6,1,6
2017010016444,1,11,0,7,0,6,0,0,0,0,4,1,1,1,39,7,11967,2,5,2,1,2
2017010016444,2,1,0,7,0,6,0,0,0,0,3,1,6,2,32,6,-1,-1,-1,1,1,1
2017010016448,1,9,0,18,0,2,0,4,0,0,1,1,6,1,17,4,1364,1,9,4,1,4
2017010016448,2,9,0,3,0,2,0,0,0,0,2,1,6,2,50,8,1248,2,9,5,1,5
2017010016449,1,9,0,7,0,1,0,0,0,0,4,1,2,2,33,6,998,1,8,3,1,3
2017010016449,2,3,0,7,0,1,0,0,0,0,1,1,2,1,19,4,125,1,1,6,1,6
2017010016454,1,9,0,1,0,1,0,0,0,0,2,-1,6,3,-1,-1,1798,8,2,-1,-1,-1
2017010016456,1,19,0,5,0,6,0,0,1,10,1,1,1,1,38,7,2143,2,3,4,1,4
2017010016456,2,19,0,5,0,2,0,0,0,0,3,1,1,1,60,9,-1,-1,-1,9,1,9
2017010016457,1,9,0,9,0,6,0,0,0,0,4,1,3,2,29,6,1197,1,6,2,1,2
2017010016457,2,1,0,18,0,1,5,0,0,0,2,1,6,1,52,8,-1,-1,-1,8,1,8
2017010016460,1,1,0,18,0,8,0,0,0,0,-1,1,6,1,69,10,-1,-1,-1,4,1,4
2017010016460,2,9,0,-1,0,8,0,0,0,0,-1,-1,6,3,-1,-1,5461,1,2,-1,-1,-1
2017010016463,1,21,0,5,0,1,0,0,0,0,1,1,1,1,54,8,12740,2,6,2,1,2
2017010016464,1,8,0,9,0,8,0,0,0,0,1,1,1,1,46,8,2499,2,4,8,1,8
2017010016464,2,3,0,14,0,8,0,0,0,0,1,1,1,1,39,7,108,1,9,4,1,4
2017010016466,1,9,0,5,0,1,0,0,0,0,1,1,2,2,42,7,1598,1,6,1,1,1
2017010016466,2,9,0,10,0,1,0,0,0,0,1,1,1,2,38,7,1995,2,9,7,1,7
2017010016467,1,19,0,6,0,0,0,0,0,0,1,1,2,2,37,7,2400,2,7,-1,-1,-1
2017010016467,2,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,1598,1,15,3,1,3
2017010016468,1,9,0,18,0,8,0,0,0,0,4,1,2,1,49,8,1997,2,13,3,1,3
2017010016468,2,9,0,5,0,1,0,0,0,0,1,1,6,2,25,5,1560,2,7,3,1,3
2017010016469,1,1,0,18,2,1,0,0,0,0,2,1,6,1,34,6,-1,-1,-1,2,1,2
2017010016469,2,9,0,13,0,1,0,0,0,0,1,-1,6,3,-1,-1,1368,1,1,-1,-1,-1
2017010016470,1,9,0,18,0,1,0,0,0,0,3,1,2,2,31,6,1390,1,3,3,1,3
2017010016470,2,3,0,13,0,1,5,0,0,0,1,1,6,1,20,4,124,1,1,5,1,5
2017010016473,1,9,0,18,0,8,0,0,0,0,1,1,3,2,34,6,-1,-1,-1,3,1,3
2017010016473,2,9,0,18,0,8,0,0,0,0,1,1,6,2,46,8,1999,2,1,7,3,7
2017010016474,1,9,0,18,0,2,0,0,0,0,1,1,1,1,22,5,1896,2,17,2,1,2
2017010016474,2,4,0,18,0,8,0,0,0,0,1,1,6,1,23,5,124,1,2,8,1,8
2017010016475,1,9,-1,3,0,0,-1,-1,-1,-1,1,-1,6,2,35,6,1339,1,3,1,1,1
2017010016475,2,9,-1,1,0,0,-1,-1,-1,-1,2,-1,6,2,-1,-1,1498,1,11,-1,-1,-1
2017010016476,1,9,0,9,9,2,0,0,7,0,1,1,3,1,48,8,1791,8,6,4,1,4
2017010016480,1,2,0,18,0,8,0,0,0,0,4,1,6,1,29,6,125,1,11,2,1,2
2017010016480,2,3,0,9,0,8,0,0,0,0,1,1,6,3,-1,-1,125,1,3,-1,-1,-1
2017010016484,1,11,0,4,2,8,0,0,0,0,0,1,1,1,-1,-1,6700,2,5,3,1,3
2017010016492,1,3,0,5,0,1,2,0,0,0,1,1,6,1,39,7,125,1,7,5,1,5
2017010016495,1,8,0,18,0,0,0,0,0,0,4,-1,6,1,41,7,2499,2,10,2,1,2
2017010016495,2,9,0,12,0,0,0,0,0,0,3,-1,6,3,-1,-1,1849,1,20,-1,-1,-1
2017010016497,1,3,0,3,0,1,0,0,0,0,2,1,2,1,43,7,-1,-1,-1,2,1,2
2017010016497,2,9,0,5,0,1,0,0,0,0,1,1,2,2,54,8,-1,-1,-1,7,1,7
2017010016501,1,11,0,5,0,8,0,0,0,0,0,1,1,2,49,8,7700,2,1,8,1,8
2017010016504,1,9,0,18,0,0,1,4,1,10,4,1,3,2,42,7,1364,1,8,3,1,3
2017010016504,2,19,0,5,0,0,0,0,0,0,3,1,1,1,62,9,1995,2,9,5,1,5
2017010016504,3,9,0,2,9,0,0,0,0,0,4,1,6,3,-1,-1,1242,1,17,-1,-1,-1
2017010016506,1,9,0,9,0,8,0,0,0,0,1,1,6,1,17,4,1198,1,12,9,1,9
2017010016507,1,9,0,4,0,0,0,0,0,0,2,1,6,1,34,6,2000,2,7,2,1,2
2017010016507,2,9,0,4,0,0,0,0,0,0,2,1,6,1,39,7,1339,8,8,5,1,5
2017010016507,3,9,0,4,0,0,0,0,0,0,1,1,6,2,42,7,1995,2,2,4,1,4
2017010016508,1,9,0,9,0,8,0,0,0,0,3,1,6,1,34,6,1997,1,13,6,1,6
2017010016508,2,4,0,18,0,8,0,0,0,0,1,1,1,1,30,6,125,1,1,3,1,3
2017010016509,1,9,0,2,9,0,0,8,0,0,4,1,6,3,-1,-1,1397,1,10,-1,-1,-1
2017010016509,2,1,0,14,0,0,0,4,0,0,4,1,2,1,80,11,-1,-1,-1,1,1,1
2017010016510,1,9,0,18,0,1,0,0,0,0,4,1,6,1,28,6,1995,2,8,2,1,2
2017010016511,1,9,0,18,0,0,0,0,0,0,4,1,6,1,24,5,1368,1,1,6,1,6
2017010016512,1,19,0,18,0,8,0,0,0,0,1,1,1,1,23,5,1560,2,3,4,1,4
2017010016512,2,1,0,18,0,8,0,0,0,0,3,1,2,1,37,7,-1,-1,-1,5,1,5
2017010016513,1,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010016515,1,9,0,1,0,0,0,0,-1,-1,2,-1,6,3,-1,-1,1968,2,2,-1,-1,-1
2017010016516,1,9,0,3,0,2,0,0,0,0,1,1,6,2,38,7,1998,1,12,3,1,3
2017010016517,1,3,0,18,0,8,0,0,0,0,1,1,6,1,18,4,-1,-1,-1,-1,-1,-1
2017010016517,2,9,0,9,0,8,0,0,0,0,1,1,6,1,84,11,1598,1,8,6,1,6
2017010016519,1,19,0,18,0,8,0,0,0,0,3,1,6,1,53,8,1560,2,9,-1,-1,-1
2017010016519,2,9,0,9,0,3,1,0,0,0,4,1,2,1,59,9,1596,1,15,3,1,3
2017010016521,1,8,0,18,0,1,0,0,0,0,4,1,1,1,59,9,2402,2,11,8,1,8
2017010016521,2,8,0,18,0,1,0,0,0,0,4,1,1,1,41,7,2143,2,4,7,1,7
2017010016524,1,9,0,18,0,2,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010016525,1,1,0,17,0,8,0,0,0,0,1,1,6,1,25,5,-1,-1,-1,3,1,3
2017010016525,2,9,0,9,0,6,0,0,0,0,3,1,6,1,17,4,1598,2,2,3,1,3
2017010016526,1,9,0,5,0,4,0,0,0,0,3,1,2,1,55,8,-1,-1,-1,2,1,2
2017010016526,2,9,0,18,0,4,0,0,0,0,1,1,6,1,26,6,2698,2,9,5,3,5
2017010016527,1,1,0,18,0,4,0,0,0,0,4,1,6,1,41,7,-1,-1,-1,2,1,2
2017010016527,2,9,0,9,0,3,0,0,0,0,1,1,6,1,25,5,1242,1,10,2,1,2
2017010016528,1,8,0,12,0,2,0,0,0,0,3,1,1,1,40,7,1797,8,6,1,1,1
2017010016528,2,9,0,13,0,2,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010016530,1,19,0,7,0,5,0,0,0,0,2,1,6,1,31,6,2198,2,6,7,1,7
2017010016530,2,9,0,18,0,8,0,0,0,0,1,1,6,1,31,6,-1,-1,-1,2,1,2
2017010016531,1,3,0,18,0,1,0,0,0,0,1,1,1,1,20,4,108,1,4,4,1,4
2017010016531,2,8,0,6,0,1,0,0,0,0,1,1,1,1,32,6,2143,2,5,9,1,9
2017010016532,1,9,0,3,0,0,0,0,0,0,2,1,1,1,33,6,1910,2,7,4,1,4
2017010016532,2,9,0,5,0,0,0,0,0,0,1,1,6,2,53,8,1598,1,2,4,1,4
2017010016534,1,9,0,12,0,0,0,10,0,0,1,1,6,1,67,10,1973,1,19,1,1,1
2017010016535,1,9,0,7,0,5,0,0,0,0,4,-1,6,3,-1,-1,1117,1,26,-1,-1,-1
2017010016535,2,1,0,18,0,1,0,0,0,0,1,1,6,1,26,6,-1,-1,-1,8,1,8
2017010016543,1,9,0,8,0,1,0,0,0,0,1,1,2,1,37,7,-1,-1,-1,6,1,6
2017010016543,2,1,0,3,0,1,0,0,0,0,2,1,2,1,55,8,-1,-1,-1,2,1,2
2017010016544,1,9,0,-1,-1,-1,0,0,-1,0,1,-1,6,2,38,7,1339,1,15,2,1,2
2017010016545,1,19,0,18,0,4,0,0,0,0,1,1,2,1,61,9,-1,-1,-1,2,1,2
2017010016545,2,1,0,18,0,3,0,0,0,0,2,1,6,1,51,8,-1,-1,-1,2,1,2
2017010016546,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,2,-1,-1,-1,-1,-1,7,1,7
2017010016546,2,9,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,6,1,64,9,1590,1,14,7,1,7
2017010016549,1,9,-1,-1,-1,8,-1,0,0,0,-1,-1,6,2,18,4,1598,2,5,-1,-1,-1
2017010016551,1,1,0,18,0,1,0,0,0,0,2,1,6,1,45,7,-1,-1,-1,6,1,6
2017010016558,1,9,0,5,0,5,0,0,0,0,1,1,6,1,90,11,1339,8,6,10,1,10
2017010016561,1,10,0,4,0,0,0,0,0,0,1,1,1,1,39,7,2198,2,2,6,1,6
2017010016561,2,3,0,18,9,0,0,4,0,0,1,1,6,1,18,4,125,1,9,-1,-1,-1
2017010016562,1,9,0,17,0,8,0,0,0,0,1,-1,6,2,50,8,1360,1,11,5,1,5
2017010016562,2,19,0,18,0,8,0,0,0,0,2,-1,6,1,48,8,1598,2,2,2,1,2
2017010016567,1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,-1,-1,1598,1,11,-1,-1,-1
2017010016568,1,9,-1,18,-1,-1,0,-1,-1,-1,-1,-1,6,1,37,7,-1,-1,-1,2,1,2
2017010016568,2,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,59,9,-1,-1,-1,5,1,5
2017010016571,1,9,-1,-1,0,-1,-1,0,-1,-1,1,-1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010016575,1,9,0,11,0,8,0,0,0,0,4,1,2,1,22,5,1598,1,7,9,1,9
2017010016575,2,4,0,18,0,8,0,0,0,0,3,1,2,1,54,8,125,1,2,-1,-1,-1
2017010016577,1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,31,6,1397,1,10,-1,-1,-1
2017010016577,2,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,-1,-1,6700,2,9,-1,-1,-1
2017010016579,1,9,-1,1,0,0,-1,-1,0,0,-1,-1,6,3,-1,-1,1248,1,6,-1,-1,-1
2017010016582,1,9,0,9,0,8,0,0,0,0,4,1,3,2,43,7,1970,1,15,3,3,3
2017010016582,2,1,0,18,0,8,0,0,0,0,1,1,2,2,32,6,-1,-1,-1,10,1,10
2017010016585,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,1,50,8,-1,-1,-1,9,1,9
2017010016586,1,9,0,7,2,1,5,0,1,1,1,1,6,1,19,4,1796,1,10,2,1,2
2017010016586,2,9,0,7,2,1,0,0,0,0,2,1,3,1,43,7,1590,1,13,4,1,4
2017010016588,1,9,0,4,0,1,0,0,0,0,3,1,1,1,39,7,1798,8,5,2,1,2
2017010016588,2,9,0,18,0,1,0,8,0,0,1,-1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010016590,1,9,0,5,0,1,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2017010016590,2,1,0,15,0,1,2,0,7,0,4,1,2,2,33,6,-1,-1,-1,3,1,3
2017010016591,1,3,0,18,0,1,0,0,0,0,3,1,6,1,50,8,124,1,2,2,1,2
2017010016591,2,9,0,11,0,1,0,0,0,0,4,1,6,1,18,4,998,1,16,-1,-1,-1
2017010016592,1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,42,7,1968,2,2,2,1,2
2017010016592,2,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,-1,-1,1597,2,1,1,1,1
2017010016595,1,3,0,3,0,0,0,0,0,0,0,1,6,1,20,4,125,1,5,5,1,5
2017010016597,1,1,0,18,0,0,0,0,0,0,2,1,6,2,27,6,-1,-1,-1,2,1,2
2017010016597,2,2,0,18,0,0,0,0,0,0,1,1,1,1,-1,-1,108,1,1,2,1,2
2017010016598,1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,-1,-1,2143,2,4,-1,-1,-1
2017010016602,1,3,0,3,0,2,2,0,0,0,1,1,2,1,49,8,125,1,7,7,1,7
2017010016602,2,9,0,13,0,2,0,0,0,0,4,-1,6,1,18,4,2996,1,11,10,3,10
2017010016605,1,1,0,18,0,0,0,8,0,0,1,1,6,1,29,6,-1,-1,-1,5,1,5
2017010016609,1,20,2,18,0,0,0,0,0,0,4,1,1,1,23,5,12777,2,3,10,1,10
2017010016609,2,1,0,18,0,0,0,0,0,0,3,1,6,1,29,6,-1,-1,-1,7,1,7
2017010016612,1,9,-1,-1,-1,0,-1,-1,8,-1,-1,-1,6,1,33,6,1956,2,3,9,1,9
2017010016617,1,19,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,6,1,48,8,2148,2,9,1,1,1
2017010016617,2,21,-1,-1,-1,0,-1,-1,-1,-1,-1,2,6,1,-1,-1,10837,2,6,-1,-1,-1
2017010016630,1,1,0,13,0,0,1,0,0,0,1,1,2,1,32,6,-1,-1,-1,7,1,7
2017010016631,1,9,0,9,0,5,0,0,0,0,1,1,6,1,43,7,1598,1,4,2,1,2
2017010016637,1,3,0,18,0,2,0,0,0,0,4,1,2,1,35,6,108,1,1,4,1,4
2017010016637,2,9,0,18,0,2,0,0,0,0,1,1,6,3,-1,-1,1798,1,10,-1,-1,-1
2017010016642,1,9,0,4,0,8,0,0,0,0,2,1,1,2,36,7,1399,2,9,2,1,2
2017010016642,2,9,0,3,0,8,0,0,0,0,1,1,1,1,23,5,-1,-1,-1,3,1,3
2017010016644,1,11,0,7,2,1,0,0,0,0,1,1,6,1,49,8,5132,2,2,3,1,3
2017010016645,1,8,0,6,9,0,0,0,0,0,1,1,6,1,63,9,2143,12,4,5,1,5
2017010016646,1,9,0,18,0,8,0,0,0,0,4,1,6,1,40,7,1339,1,2,10,1,10
2017010016647,1,9,0,9,0,1,0,0,0,0,4,1,3,1,37,7,1995,2,11,2,1,2
2017010016647,2,3,0,17,0,1,5,0,0,0,1,1,2,1,43,7,-1,-1,-1,2,1,2
2017010016651,1,11,0,4,0,2,0,0,0,0,0,1,1,1,48,8,6700,2,8,6,1,6
